nivel,familia,ciclo,municipio,tipo_centro,codigo_centro,centro,modalidad,turno
Grado Superior,Actividades físicas y deportivas,Enseñanza y animación sociodeportiva,Torrejón de Ardoz,Público,28030228,IES LEON FELIPE,General,Diurno
Grado Superior,Actividades físicas y deportivas,Enseñanza y animación sociodeportiva,Tres Cantos,Público,28042103,IES PINTOR ANTONIO LOPEZ,General,Diurno
Grado Superior,Actividades físicas y deportivas,Enseñanza y animación sociodeportiva,Leganés,Público,28038291,IES SALVADOR DALI,,
Grado Superior,Actividades físicas y deportivas,Enseñanza y animación sociodeportiva,Madrid,Público,28018381,IES ORTEGA Y GASSET,General,Vespertino
Grado Superior,Actividades físicas y deportivas,Enseñanza y animación sociodeportiva,Móstoles,Público,28023194,IES FELIPE TRIGO,General,Vespertino
Grado Superior,Actividades físicas y deportivas,Enseñanza y animación sociodeportiva,Madrid,Público,28020715,IES PIO BAROJA,,
Grado Superior,Actividades físicas y deportivas,Enseñanza y animación sociodeportiva,Madrid,Público,28037028,IES ROSA CHACEL,General / Bilingüe,Diurno
Grado Superior,Actividades físicas y deportivas,Enseñanza y animación sociodeportiva,Alcobendas,Público,28038070,IES VIRGEN DE LA PAZ,,
Grado Superior,Actividades físicas y deportivas,Enseñanza y animación sociodeportiva,Madrid,Público,28037028,IES ROSA CHACEL,Intensivo,Diurno
Grado Superior,Administración y gestión,Asistencia a la dirección,Coslada,Público,28042607,IES LUIS BRAILLE,,
Grado Superior,Administración y gestión,Asistencia a la dirección,Getafe,Público,28003304,IES ALARNES,,
Grado Superior,Administración y gestión,Asistencia a la dirección,Leganés,Público,28003894,IES LUIS VIVES,,
Grado Superior,Administración y gestión,Asistencia a la dirección,Madrid,Público,28031014,IES MORATALAZ,,
Grado Superior,Administración y gestión,Asistencia a la dirección,Madrid,Público,28038379,IES ISLAS FILIPINAS,,
Grado Superior,Administración y gestión,Asistencia a la dirección,Pinto,Público,28043016,IES PABLO PICASSO,,
Grado Superior,Administración y gestión,Asistencia a la dirección,Pozuelo de Alarcón,Público,28040775,IES SAN JUAN DE LA CRUZ,,
Grado Superior,Administración y gestión,Asistencia a la dirección,San Sebastián de los Reyes,Público,28024642,IES JOAN MIRO,,
Grado Superior,Administración y gestión,Administración y Finanzas,Alcorcón,Público,28039700,IES JOSEFINA ALDECOA,,
Grado Superior,Administración y gestión,Administración y Finanzas,Ciempozuelos,Público,28002181,IES JUAN CARLOS I,,
Grado Superior,Administración y gestión,Administración y Finanzas,Collado Villalba,Público,28045050,IES LAZARO CARDENAS,,
Grado Superior,Administración y gestión,Administración y Finanzas,Getafe,Público,28003304,IES ALARNES,,
Grado Superior,Administración y gestión,Administración y Finanzas,Guadarrama,Público,28040714,IES DE GUADARRAMA,,
Grado Superior,Administración y gestión,Administración y Finanzas,Leganés,Público,28003894,IES LUIS VIVES,,
Grado Superior,Administración y gestión,Administración y Finanzas,Leganés,Público,28042024,IES PABLO NERUDA,,
Grado Superior,Administración y gestión,Administración y Finanzas,Madrid,Público,28019312,IES EL LAGO,,
Grado Superior,Administración y gestión,Administración y Finanzas,Madrid,Público,28020341,IES VIRGEN DE LA PALOMA,,
Grado Superior,Administración y gestión,Administración y Finanzas,Madrid,Público,28020727,IES PARQUE ALUCHE,,
Grado Superior,Administración y gestión,Administración y Finanzas,Madrid,Público,28022724,IES CIUDAD ESCOLAR,,
Grado Superior,Administración y gestión,Administración y Finanzas,Madrid,Público,28030964,IES VALLECAS-MAGERIT,,
Grado Superior,Administración y gestión,Administración y Finanzas,Madrid,Público,28030976,IES LAS MUSAS,,
Grado Superior,Administración y gestión,Administración y Finanzas,Madrid,Público,28031002,IES LEONARDO DA VINCI,,
Grado Superior,Administración y gestión,Administración y Finanzas,Madrid,Público,28031014,IES MORATALAZ,,
Grado Superior,Administración y gestión,Administración y Finanzas,Madrid,Público,28038355,IES MIRASIERRA,,
Grado Superior,Administración y gestión,Administración y Finanzas,Madrid,Público,28038367,IES FRANCISCO TOMAS Y VALIENTE,,
Grado Superior,Administración y gestión,Administración y Finanzas,Madrid,Público,28038379,IES ISLAS FILIPINAS,,
Grado Superior,Administración y gestión,Administración y Finanzas,Madrid,Público,28039876,IES SALVADOR DALÍ,,
Grado Superior,Administración y gestión,Administración y Finanzas,Madrid,Público,28042656,IES CLARA DEL REY,,
Grado Superior,Administración y gestión,Administración y Finanzas,Madrid,Público,28008934,CPR INF-PRI-SEC LA SALLE-SAGRADO CORAZON,,
Grado Superior,Administración y gestión,Administración y Finanzas,Madrid,Público,28013863,CPR INF-PRI-SEC LA SALLE,,
Grado Superior,Administración y gestión,Administración y Finanzas,Madrid,Público,28020399,CPR FPE ESCUELA PROFESIONAL JAVERIANA,,
Grado Superior,Administración y gestión,Administración y Finanzas,Majadahonda,Público,28039128,IES MARIA DE ZAYAS Y SOTOMAYOR,,
Grado Superior,Administración y gestión,Administración y Finanzas,Mejorada del Campo,Público,28045025,IES LOS OLIVOS,,
Grado Superior,Administración y gestión,Administración y Finanzas,Móstoles,Público,28038422,"IES LUIS BUÑUEL 13,2",,
Grado Superior,Administración y gestión,Administración y Finanzas,Parla,Público,28032559,IES ENRIQUE TIERNO GALVAN,,
Grado Superior,Administración y gestión,Administración y Finanzas,Pinto,Público,28043016,IES PABLO PICASSO,,
Grado Superior,Administración y gestión,Administración y Finanzas,"Rozas de Madrid, Las",Público,28028571,IES LAS ROZAS I,,
Grado Superior,Administración y gestión,Administración y Finanzas,San Fernando de Henares,Público,28037065,IES REY FERNANDO VI,,
Grado Superior,Administración y gestión,Administración y Finanzas,San Martín de la Vega,Público,28044768,IES ANSELMO LORENZO,,
Grado Superior,Administración y gestión,Administración y Finanzas,San Sebastián de los Reyes,Público,28024642,IES JOAN MIRO,,
Grado Superior,Administración y gestión,Administración y Finanzas,Torrejón de Ardoz,Público,28042681,IES VALLE INCLAN,,
Grado Superior,Administración y gestión,Administración y Finanzas,Alcalá de Henares,Público,28000467,IES ALONSO DE AVELLANEDA,General,Diurno
Grado Superior,Administración y gestión,Administración y Finanzas,Alcobendas,Público,28038070,IES VIRGEN DE LA PAZ,,
Grado Superior,Administración y gestión,Administración y Finanzas,Aranjuez,Público,28001629,IES DOMENICO SCARLATTI,,
Grado Superior,Administración y gestión,Administración y Finanzas,Arganda del Rey,Público,28036981,IES LA POVEDA,,
Grado Superior,Administración y gestión,Administración y Finanzas,Colmenar Viejo,Público,28036991,IES ANGEL CORELLA,,
Grado Superior,Administración y gestión,Administración y Finanzas,Coslada,Público,28042607,"IES LUIS BRAILLE 16,88",,
Grado Superior,Administración y gestión,Administración y Finanzas,Getafe,Público,28041615,IES SATAFI,,
Grado Superior,Administración y gestión,Administración y Finanzas,Madrid,Público,28020910,IES JUAN DE LA CIERVA,,
Grado Superior,Administración y gestión,Administración y Finanzas,Madrid,Público,28020934,IES CARDENAL CISNEROS,,
Grado Superior,Administración y gestión,Administración y Finanzas,Madrid,Público,28020961,IES CALDERON DE LA BARCA,,
Grado Superior,Administración y gestión,Administración y Finanzas,Madrid,Público,28039891,IES VILLABLANCA,,
Grado Superior,Administración y gestión,Administración y Finanzas,Madrid,Público,28027941,CPR ES MARIA INMACULADA,,
Grado Superior,Administración y gestión,Administración y Finanzas,Madrid,Público,28006378,CPR INF-PRI-SEC SANTA ANA Y SAN RAFAEL,,
Grado Superior,Administración y gestión,Administración y Finanzas,Móstoles,Público,28038422,IES LUIS BUÑUEL,,
Grado Superior,Administración y gestión,Administración y Finanzas,Pozuelo de Alarcón,Público,28040775,IES SAN JUAN DE LA CRUZ,,
Grado Superior,Administración y gestión,Administración y Finanzas,Rivas-Vaciamadrid,Público,28044756,IES DUQUE DE RIVAS,,
Grado Superior,Administración y gestión,Administración y finanzas,Fuenlabrada,Público,28033850,IES GASPAR MELCHOR DE JOVELLANOS,,
Grado Superior,Administración y gestión,Administración y finanzas,Madrid,Público,28038367,IES FRANCISCO TOMAS Y VALIENTE,,
Grado Superior,Administración y gestión,Administración y finanzas,Madrid,Público,28042656,IES CLARA DEL REY,,
Grado Superior,Administración y gestión,Administración y finanzas,Leganés,Público,28003894,IES LUIS VIVES,,
Grado Superior,Administración y gestión,Administración y finanzas,Madrid,Público,28020831,IES TETUAN DE LAS VICTORIAS,,
Grado Superior,Administración y gestión,Asistencia a la dirección,Madrid,Público,28019312,IES EL LAGO,General,Diurno
Grado Superior,Administración y gestión,Asistencia a la dirección,Madrid,Público,28042656,IES CLARA DEL REY,General,Diurno
Grado Superior,Administración y gestión,Asistencia a la dirección,Madrid,Público,28020715,IES PIO BAROJA,,
Grado Superior,Administración y gestión,Asistencia a la dirección,Madrid,Público,28020727,IES PARQUE ALUCHE,,
Grado Superior,Administración y gestión,Administración y Finanzas,Madrid,Público,28020961,IES CALDERON DE LA BARCA,General,Vespertino
Grado Superior,Administración y gestión,Admón y finanzas y asistencia a la,Administración y gestión Alcorcón,Público,28039700,IES JOSEFINA ALDECOA,,
Grado Superior,Administración y gestión,Admón y finanzas y asistencia a la,Móstoles,Público,28038422,IES LUIS BUÑUEL,,
Grado Superior,Agraria,Paisajismo y medio rural,Madrid,Público,28046376,CP IFP ESCUELA DE LA VID,,
Grado Superior,Agraria,Gestión forestal y del medio natural,"Escorial, El",Público,28046364,IES EL ESCORIAL,General,
Grado Superior,Agraria,Diseño y edición de publicaciones impresas y,Artes gráficas Algete,Público,28040672,IES GUSTAVO ADOLFO BECQUER,,
Grado Superior,Agraria,Diseño y edición de publicaciones impresas y,Madrid,Público,28038379,IES ISLAS FILIPINAS,,
Grado Superior,Agraria,Diseño y edición de publicaciones impresas y,Móstoles,Público,28038422,IES LUIS BUÑUEL,,
Grado Superior,Agraria,Diseño y edición de publicaciones impresas y,Madrid,Público,28020341,IES VIRGEN DE LA PALOMA,,
Grado Superior,Agraria,Diseño y gestión de la producción gráfica,Madrid,Público,28038379,IES ISLAS FILIPINAS,,
Grado Superior,Agraria,Diseño y edición publicaciones impresas y,Móstoles,Público,28038422,IES LUIS BUÑUEL,,
Grado Superior,Comercio y marketing,Marketing y publicidad,Alcorcón,Público,28038100,IES LUIS BUÑUEL,,
Grado Superior,Comercio y marketing,Marketing y publicidad,Coslada,Público,28042607,IES LUIS BRAILLE,,
Grado Superior,Comercio y marketing,Marketing y publicidad,Leganés,Público,28042024,IES PABLO NERUDA,,
Grado Superior,Comercio y marketing,Marketing y publicidad,Madrid,Público,28019312,"IES EL LAGO 18,88",,
Grado Superior,Comercio y marketing,Marketing y publicidad,Madrid,Público,28020119,IES GREGORIO MARAÑON,,
Grado Superior,Comercio y marketing,Marketing y publicidad,Madrid,Público,28038379,IES ISLAS FILIPINAS,,
Grado Superior,Comercio y marketing,Marketing y publicidad,Madrid,Público,28042656,IES CLARA DEL REY,,
Grado Superior,Comercio y marketing,Marketing y publicidad,Madrid,Público,28044902,IES FRANCISCO DE QUEVEDO,,
Grado Superior,Comercio y marketing,Marketing y publicidad,Majadahonda,Público,28039128,IES MARIA DE ZAYAS Y SOTOMAYOR,,
Grado Superior,Comercio y marketing,Marketing y publicidad,Parla,Público,28032559,IES ENRIQUE TIERNO GALVAN,,
Grado Superior,Comercio y marketing,Marketing y publicidad,San Fernando de Henares,Público,28037065,IES REY FERNANDO VI,,
Grado Superior,Comercio y marketing,Marketing y publicidad,San Sebastián de los Reyes,Público,28024642,IES JOAN MIRO,,
Grado Superior,Comercio y marketing,Gestión de ventas y espacios comerciales,Alcalá de Henares,Público,28000467,IES ALONSO DE AVELLANEDA,,
Grado Superior,Comercio y marketing,Gestión de ventas y espacios comerciales,Alcorcón,Público,28038100,IES LUIS BUÑUEL,General,Diurno
Grado Superior,Comercio y marketing,Gestión de ventas y espacios comerciales,Collado Villalba,Público,28002415,IES JAIME FERRAN,General,Diurno
Grado Superior,Comercio y marketing,Gestión de ventas y espacios comerciales,Leganés,Público,28042024,IES PABLO NERUDA,General,Diurno
Grado Superior,Comercio y marketing,Gestión de ventas y espacios comerciales,Madrid,Público,28019312,IES EL LAGO,General,Diurno
Grado Superior,Comercio y marketing,Gestión de ventas y espacios comerciales,Madrid,Público,28022724,IES CIUDAD ESCOLAR,General,Diurno
Grado Superior,Comercio y marketing,Gestión de ventas y espacios comerciales,Madrid,Público,28038379,IES ISLAS FILIPINAS,General,Diurno
Grado Superior,Comercio y marketing,Gestión de ventas y espacios comerciales,Madrid,Público,28042656,IES CLARA DEL REY,General,Diurno
Grado Superior,Comercio y marketing,Comercio internacional,Madrid,Público,28042656,IES CLARA DEL REY,,
Grado Superior,Comercio y marketing,Transporte y logística,Collado Villalba,Público,28002415,IES JAIME FERRAN,,
Grado Superior,Comercio y marketing,Transporte y logística,Coslada,Público,28042607,IES LUIS BRAILLE,,
Grado Superior,Comercio y marketing,Marketing y publicidad,Madrid,Público,28021549,IES PALOMERAS VALLECAS,,
Grado Superior,Comercio y marketing,Marketing y publicidad,Tres Cantos,Público,28035317,IES JOSE LUIS SAMPEDRO,,
Grado Superior,Comercio y marketing,Transporte y logística,Leganés,Público,28042024,IES PABLO NERUDA,,
Grado Superior,Comercio y marketing,Transporte y logística,Madrid,Público,28019312,IES EL LAGO,,
Grado Superior,Comercio y marketing,Transporte y logística,Madrid,Público,28020119,IES GREGORIO MARAÑON,,
Grado Superior,Comercio y marketing,Transporte y logística,Madrid,Público,28020715,IES PIO BAROJA,,
Grado Superior,Comercio y marketing,Transporte y logística,Madrid,Público,28042656,IES CLARA DEL REY,,
Grado Superior,Comercio y marketing,Transporte y logística,Madrid,Público,28044902,IES FRANCISCO DE QUEVEDO,,
Grado Superior,Comercio y marketing,Transporte y logística,Madrid,Público,28020909,IES ISABEL LA CATOLICA,,
Grado Superior,Comercio y marketing,Comercio Internacional,Madrid,Público,28019312,IES EL LAGO,General,Vespertino
Grado Superior,Comercio y marketing,Comercio Internacional,Madrid,Público,28020119,IES GREGORIO MARAÑON,,
Grado Superior,Comercio y marketing,Comercio Internacional,Madrid,Público,28038379,IES ISLAS FILIPINAS,,
Grado Superior,Comercio y marketing,Comercio Internacional,Madrid,Público,28042656,IES CLARA DEL REY,,
Grado Superior,Comercio y marketing,Comercio Internacional,Majadahonda,Público,28039128,IES MARIA DE ZAYAS Y SOTOMAYOR,,
Grado Superior,Comercio y marketing,Comercio Internacional,Torrejón de Ardoz,Público,28042681,IES VALLE INCLAN,,
Grado Superior,Comercio y marketing,Comercio Internacional,Alcorcón,Público,28038100,IES LUIS BUÑUEL,,
Grado Superior,Comercio y marketing,Comercio Internacional,Coslada,Público,28042607,IES LUIS BRAILLE,,
Grado Superior,Comercio y marketing,Comercio Internacional,Coslada,Público,28022724,IES CIUDAD ESCOLAR,,
Grado Superior,Comercio y marketing,Comercio Internacional,Coslada,Público,28044902,IES FRANCISCO DE QUEVEDO,,
Grado Superior,Comercio y marketing,Marketing y publicidad,Madrid,Público,28020715,"IES PIO BAROJA 19,17",,
Grado Superior,Comercio y marketing,Comercio Internacional,Madrid,Público,28022724,IES CIUDAD ESCOLAR,General,Diurno
Grado Superior,Comercio y marketing,Comercio Internacional,Madrid,Público,28042656,"IES CLARA DEL REY 18,13",General,Diurno
Grado Superior,Comercio y marketing,Gestión de ventas y espacios comerciales,Alcobendas,Público,28038070,IES VIRGEN DE LA PAZ,,
Grado Superior,Comercio y marketing,Gestión de ventas y espacios comerciales,Getafe,Público,28042632,IES ICARO,,
Grado Superior,Comercio y marketing,Gestión de ventas y espacios comerciales,Madrid,Público,28042656,IES CLARA DEL REY,,
Grado Superior,Comercio y marketing,Mk y Public y Gestión de Ventas y Espac,Madrid,Público,28044902,IES FRANCISCO DE QUEVEDO,,
Grado Superior,Comercio y marketing,Organización y Control de Obras de,Edificación y obra civil Alcalá de Henares,Público,28000522,IES ANTONIO MACHADO,,
Grado Superior,Comercio y marketing,Organización y Control de Obras de,Getafe,Público,28003304,IES ALARNES,,
Grado Superior,Comercio y marketing,Organización y Control de Obras de,Madrid,Público,28020341,IES VIRGEN DE LA PALOMA,,
Grado Superior,Comercio y marketing,Organización y Control de Obras de,Alcalá de Henares,Público,28000522,IES ANTONIO MACHADO,,
Grado Superior,Comercio y marketing,Proyectos de edificación,Madrid,Público,28020341,IES VIRGEN DE LA PALOMA,,
Grado Superior,Comercio y marketing,Proyectos de edificación,Madrid,Público,28038379,IES ISLAS FILIPINAS,,
Grado Superior,Comercio y marketing,Sistemas electrotécnicos y automatizados,Electricidad y electrónica Alcalá de Henares,Público,28000467,IES ALONSO DE AVELLANEDA,,
Grado Superior,Comercio y marketing,Sistemas electrotécnicos y automatizados,Collado Villalba,Público,28041597,IES LAS CANTERAS,General,Diurno
Grado Superior,Comercio y marketing,Sistemas electrotécnicos y automatizados,Getafe,Público,28041615,IES SATAFI,General,Diurno
Grado Superior,Comercio y marketing,Sistemas electrotécnicos y automatizados,Madrid,Público,28019971,IES BARAJAS,General,Diurno
Grado Superior,Comercio y marketing,Sistemas electrotécnicos y automatizados,Madrid,Público,28020727,IES PARQUE ALUCHE,General,Diurno
Grado Superior,Comercio y marketing,Sistemas electrotécnicos y automatizados,Madrid,Público,28020910,IES JUAN DE LA CIERVA,General,Diurno
Grado Superior,Comercio y marketing,Sistemas electrotécnicos y automatizados,Madrid,Público,28038367,IES FRANCISCO TOMAS Y VALIENTE,General,Diurno
Grado Superior,Comercio y marketing,Sistemas electrotécnicos y automatizados,Móstoles,Público,28023194,IES FELIPE TRIGO,General,Diurno
Grado Superior,Comercio y marketing,Sistemas de telecomunicaciones e informáticos,Alcalá de Henares,Público,28000522,IES ANTONIO MACHADO,,
Grado Superior,Comercio y marketing,Sistemas de telecomunicaciones e informáticos,Alcorcón,Público,28030241,IES PRADO DE SANTO DOMINGO,General,Diurno
Grado Superior,Comercio y marketing,Sistemas de telecomunicaciones e informáticos,Fuenlabrada,Público,28039803,IES SALVADOR ALLENDE,General,Diurno
Grado Superior,Comercio y marketing,Sistemas de telecomunicaciones e informáticos,Getafe,Público,28041615,IES SATAFI,General,Diurno
Grado Superior,Comercio y marketing,Sistemas de telecomunicaciones e informáticos,Madrid,Público,28020570,IES SAN BLAS,General,Diurno
Grado Superior,Comercio y marketing,Sistemas de telecomunicaciones e informáticos,Madrid,Público,28021252,IES PACIFICO,General,Diurno
Grado Superior,Comercio y marketing,Sistemas de telecomunicaciones e informáticos,Madrid,Público,28031014,IES MORATALAZ,General,Diurno
Grado Superior,Comercio y marketing,Sistemas de telecomunicaciones e informáticos,Móstoles,Público,28040003,IES BENJAMIN RUA,General,Diurno
Grado Superior,Comercio y marketing,Sistemas de telecomunicaciones e informáticos,"Rozas de Madrid, Las",Público,28040787,IES EL BURGO-IGNACIO ECHEVERRÍA,General,Diurno
Grado Superior,Comercio y marketing,Sistemas de telecomunicaciones e informáticos,Torrejón de Ardoz,Público,28025014,IES ISAAC PERAL,General,Diurno
Grado Superior,Comercio y marketing,Mantenimiento electrónico,Alcorcón,Público,28030241,IES PRADO DE SANTO DOMINGO,,
Grado Superior,Comercio y marketing,Automatización y robótica industrial,Alcalá de Henares,Público,28000522,IES ANTONIO MACHADO,General,
Grado Superior,Comercio y marketing,Automatización y robótica industrial,Alcobendas,Público,28038070,IES VIRGEN DE LA PAZ,General,
Grado Superior,Comercio y marketing,Automatización y robótica industrial,Leganés,Público,28039864,IES JULIO VERNE,General,
Grado Superior,Comercio y marketing,Automatización y robótica industrial,Madrid,Público,28020341,IES VIRGEN DE LA PALOMA,General,
Grado Superior,Comercio y marketing,Automatización y robótica industrial,Madrid,Público,28020570,IES SAN BLAS,General,
Grado Superior,Comercio y marketing,Automatización y robótica industrial,Madrid,Público,28020910,IES JUAN DE LA CIERVA,General,
Grado Superior,Comercio y marketing,Automatización y robótica industrial,Getafe,Público,28041615,IES SATAFI,General,
Grado Superior,Comercio y marketing,Automatización y robótica industrial,Madrid,Público,28019971,IES BARAJAS,General,
Grado Superior,Comercio y marketing,Automatización y robótica industrial,Torrejón de Ardoz,Público,28025014,IES ISAAC PERAL,General,
Grado Superior,Comercio y marketing,Sistemas electrotécnicos y automatizados,Madrid,Público,28020341,IES VIRGEN DE LA PALOMA,,
Grado Superior,Comercio y marketing,Sistemas de telecomunicaciones e informáticos,Alcobendas,Público,28038070,IES VIRGEN DE LA PAZ,,
Grado Superior,Comercio y marketing,Sistemas de telecomunicaciones e informáticos,Madrid,Público,28020341,IES VIRGEN DE LA PALOMA,General,Vespertino
Grado Superior,Comercio y marketing,Sistemas de telecomunicaciones e informáticos,Madrid,Público,28021252,IES PACIFICO,General,Vespertino
Grado Superior,Comercio y marketing,Mantenimiento electrónico,Leganés,Público,28039864,IES JULIO VERNE,,
Grado Superior,Electricidad y electrónica,Mantenimiento electrónico,Leganés,Público,28020910,IES JUAN DE LA CIERVA,,
Grado Superior,Electricidad y electrónica,Mantenimiento electrónico,Leganés,Público,28021252,IES PACIFICO,,
Grado Superior,Electricidad y electrónica,Mantenimiento electrónico,Móstoles,Público,28040003,IES BENJAMIN RUA,,
Grado Superior,Electricidad y electrónica,Mantenimiento electrónico,San Sebastián de los Reyes,Público,28024642,IES JOAN MIRO,,
Grado Superior,Electricidad y electrónica,Sistemas electrotécnicos y automatizados,Colmenar Viejo,Público,28036991,IES ANGEL CORELLA,,
Grado Superior,Electricidad y electrónica,Sistemas electrotécnicos y automatizados,Móstoles,Público,28023194,IES FELIPE TRIGO,General,Vespertino
Grado Superior,Electricidad y electrónica,Electromedicina clínica,Móstoles,Público,28040003,IES BENJAMIN RUA,,
Grado Superior,Electricidad y electrónica,Eficiencia energética y energía solar térmica,Energía y agua Alcalá de Henares,Público,28000522,IES ANTONIO MACHADO,,
Grado Superior,Electricidad y electrónica,Eficiencia energética y energía solar térmica,Fuenlabrada,Público,28042991,IES VICTORIA KENT,General,Diurno
Grado Superior,Electricidad y electrónica,Eficiencia energética y energía solar térmica,Madrid,Público,28019351,IES SAN FERNANDO,General,Diurno
Grado Superior,Electricidad y electrónica,Eficiencia energética y energía solar térmica,Madrid,Público,28020703,IES ENRIQUE TIERNO GALVAN,General,Diurno
Grado Superior,Electricidad y electrónica,Eficiencia energética y energía solar térmica,San Sebastián de los Reyes,Público,28024642,IES JOAN MIRO,General,Diurno
Grado Superior,Electricidad y electrónica,Energías Renovables,Getafe,Público,28041615,IES SATAFI,,
Grado Superior,Electricidad y electrónica,Energías Renovables,Leganés,Público,28003894,IES LUIS VIVES,,
Grado Superior,Electricidad y electrónica,Energías Renovables,Madrid,Público,28020570,IES SAN BLAS,,
Grado Superior,Electricidad y electrónica,Energías Renovables,Madrid,Público,28038367,IES FRANCISCO TOMAS Y VALIENTE,,
Grado Superior,Electricidad y electrónica,Energías Renovables,San Martín de Valdeiglesias,Público,28045645,IES PEDRO DE TOLOSA,,
Grado Superior,Electricidad y electrónica,Energías Renovables,San Sebastián de los Reyes,Público,28024642,IES JOAN MIRO,,
Grado Superior,Electricidad y electrónica,Energías Renovables,Madrid,Público,28019971,IES BARAJAS,,
Grado Superior,Electricidad y electrónica,Energías Renovables,Madrid,Público,28020341,IES VIRGEN DE LA PALOMA,,
Grado Superior,Electricidad y electrónica,Energías Renovables,Torrejón de Ardoz,Público,28025014,IES ISAAC PERAL,,
Grado Superior,Electricidad y electrónica,Eficiencia energética y energía solar térmica,Alcorcón,Público,28030241,IES PRADO DE SANTO DOMINGO,,
Grado Superior,Electricidad y electrónica,Eficiencia energética y energía solar térmica,Collado Villalba,Público,28041597,IES LAS CANTERAS,General,Vespertino
Grado Superior,Electricidad y electrónica,Eficiencia energética y energía solar térmica,Madrid,Público,28020570,IES SAN BLAS,General,Vespertino
Grado Superior,Electricidad y electrónica,Programación de la producción en fabricación,Fabricación mecánica Alcalá de Henares,Público,28000522,IES ANTONIO MACHADO,,
Grado Superior,Electricidad y electrónica,Programación de la producción en fabricación,Getafe,Público,28003304,IES ALARNES,,
Grado Superior,Electricidad y electrónica,Programación de la producción en fabricación,Leganés,Público,28003894,IES LUIS VIVES,,
Grado Superior,Electricidad y electrónica,Diseño en fabricación mecánica,Coslada,Público,28002580,IES MIGUEL CATALÁN,General,
Grado Superior,Electricidad y electrónica,Diseño en fabricación mecánica,Leganés,Público,28003894,IES LUIS VIVES,General,
Grado Superior,Electricidad y electrónica,Diseño en fabricación mecánica,Madrid,Público,28020341,IES VIRGEN DE LA PALOMA,General,
Grado Superior,Electricidad y electrónica,Programación de la producción en fabricación,Madrid,Público,28020341,IES VIRGEN DE LA PALOMA,,
Grado Superior,Electricidad y electrónica,Programación de la producción en fabricación,(FME305) 1º de C.F.G.S. (Óptica de Anteojería) (Dual) Diurno Madrid,Público,28020341,IES VIRGEN DE LA PALOMA,,
Grado Superior,Electricidad y electrónica,Agencias de viajes y gestión de eventos,Hostelería y turismo Madrid,Público,28020831,IES TETUAN DE LAS VICTORIAS,,
Grado Superior,Electricidad y electrónica,Agencias de viajes y gestión de eventos,Majadahonda,Público,28039128,IES MARIA DE ZAYAS Y SOTOMAYOR,General,Diurno
Grado Superior,Electricidad y electrónica,"Guía, información y asistencias turísticas",Madrid,Público,28020831,IES TETUAN DE LAS VICTORIAS,,
Grado Superior,Electricidad y electrónica,"Guía, información y asistencias turísticas",Majadahonda,Público,28039128,IES MARIA DE ZAYAS Y SOTOMAYOR,General,Diurno
Grado Superior,Electricidad y electrónica,Gestión de alojamientos turísticos,Madrid,Público,28031555,IES ESCUELA SUPERIOR DE HOSTELERIA Y TURISMO,General,
Grado Superior,Electricidad y electrónica,Agencias de viajes y gestión de eventos,Madrid,Público,28031555,IES ESCUELA SUPERIOR DE HOSTELERIA Y TURISMO,,
Grado Superior,Electricidad y electrónica,"Guía, información y asistencias turísticas",Madrid,Público,28031555,IES ESCUELA SUPERIOR DE HOSTELERIA Y TURISMO,,
Grado Superior,Electricidad y electrónica,Dirección de cocina,Majadahonda,Público,28039128,IES MARIA DE ZAYAS Y SOTOMAYOR,,
Grado Superior,Electricidad y electrónica,Dirección de cocina,Madrid,Público,28031555,IES ESCUELA SUPERIOR DE HOSTELERIA Y TURISMO,,
Grado Superior,Electricidad y electrónica,Dirección de servicios de restauración,Madrid,Público,28031555,IES ESCUELA SUPERIOR DE HOSTELERIA Y TURISMO,General,
Grado Superior,Electricidad y electrónica,"Gest. de alojamientos turísticos y guía, inf.",Madrid,Público,28031555,IES ESCUELA SUPERIOR DE HOSTELERIA Y TURISMO,,
Grado Superior,Electricidad y electrónica,"Agencias de viajes y gest.eventos y guía, inf.",Madrid,Público,28031555,IES ESCUELA SUPERIOR DE HOSTELERIA Y TURISMO,,
Grado Superior,Electricidad y electrónica,Dir. de cocina y Dir. de servicios de,Madrid,Público,28031555,IES ESCUELA SUPERIOR DE HOSTELERIA Y TURISMO,,
Grado Superior,Electricidad y electrónica,Dir. de cocina y Dir. de servicios de,Hostelería y turismo Madrid,Público,28031555,IES ESCUELA SUPERIOR DE HOSTELERIA Y TURISMO,,
Grado Superior,Electricidad y electrónica,Agencias de viajes y gestión de eventos,Madrid,Público,28037031,IES ANTONIO DOMINGUEZ ORTIZ,,
Grado Superior,Electricidad y electrónica,"Guía, información y asistencias turísticas",Madrid,Público,28037031,IES ANTONIO DOMINGUEZ ORTIZ,,
Grado Superior,Electricidad y electrónica,Dirección de servicios de restauración,Aranjuez,Público,28039037,IES ALPAJES,,
Grado Superior,Electricidad y electrónica,"Agencias de viajes y gest.eventos y guía, inf.",Aranjuez,Público,28039037,IES ALPAJES,,
Grado Superior,Electricidad y electrónica,Gestión de alojamientos turísticos,Majadahonda,Público,28039128,IES MARIA DE ZAYAS Y SOTOMAYOR,Intensivo,
Grado Superior,Electricidad y electrónica,Estilismo y dirección de peluquería,Imagen personal Alcalá de Henares,Público,28030903,IES MATEO ALEMAN,General,
