nivel,familia,ciclo,municipio,tipo_centro,codigo_centro,centro,modalidad,turno
Grado Medio,Química,Operaciones de laboratorio,Sevilla la Nueva,CONCERTADO,28069418,CPR INF-PRI-SEC COLEGIO NOVA HISPALIS,,
Grado Medio,Química,Operaciones de laboratorio,Arganda del Rey,PÚBLICO,28036981,IES LA POVEDA,,
Grado Medio,Química,Operaciones de laboratorio,Ciempozuelos,CONCERTADO,28002208,CPR FPE SAN JUAN DE DIOS,,
Grado Medio,Química,Operaciones de laboratorio,Madrid,PÚBLICO,28020399,CPR FPE ESCUELA PROFESIONAL JAVERIANA,,
Grado Medio,Química,Operaciones de laboratorio,Madrid,PÚBLICO,28027941,CPR ES MARIA INMACULADA,,
Grado Medio,Química,Operaciones de laboratorio,Madrid,PÚBLICO,28032018,CPR FPE ESCUELA POLITECNICA GINER,,
Grado Medio,Química,Operaciones de laboratorio,Madrid,PÚBLICO,28032110,CPR FPE HEASE,,
Grado Medio,Química,Operaciones de laboratorio,Madrid,PÚBLICO,28039657,CPR ES SANTA ROSA DE LIMA,,
Grado Medio,Química,Operaciones de laboratorio,Madrid,PÚBLICO,28058135,CPR INF-PRI-SEC TRES OLIVOS,,
Grado Medio,Química,Operaciones de laboratorio,Madrid,PÚBLICO,28074220,CPR FPE C.E.S. FUENCARRAL,,
Grado Medio,Química,Operaciones de laboratorio,Moralzarzal,CONCERTADO,28069406,CPR INF-PRI-SEC LEONARDO DA VINCI,,
Grado Medio,Química,Operaciones de laboratorio,Torres de la Alameda,PÚBLICO,28045773,IES SENDA GALIANA,,
Grado Medio,Química,Farmacia y Parafarmacia,Alcorcón,PÚBLICO,28030241,IES PRADO DE SANTO DOMINGO,,
Grado Medio,Química,Farmacia y Parafarmacia,Alcorcón,PÚBLICO,28080955,CPR FPE CENTRO DE FORMACION EN PROFESIONES BIOSANI,,
Grado Medio,Química,Farmacia y Parafarmacia,Algete,PÚBLICO,28040611,IES AL-SATT,,
Grado Medio,Química,Farmacia y Parafarmacia,Arganda del Rey,PÚBLICO,28036981,IES LA POVEDA,,
Grado Medio,Química,Farmacia y Parafarmacia,Buitrago del Lozoya,CONCERTADO,28001976,CPR PRI-SEC GSD INTERNATIONAL SCHOOL BUITRAGO,,
Grado Medio,Química,Farmacia y Parafarmacia,Fuenlabrada,PÚBLICO,28039803,IES SALVADOR ALLENDE,,
Grado Medio,Química,Farmacia y Parafarmacia,Leganés,PÚBLICO,28038306,IES SIGLO XXI,,
Grado Medio,Química,Farmacia y Parafarmacia,Madrid,PÚBLICO,28022724,IES CIUDAD ESCOLAR,,
Grado Medio,Química,Farmacia y Parafarmacia,Madrid,PÚBLICO,28030976,IES LAS MUSAS,,
Grado Medio,Química,Farmacia y Parafarmacia,Madrid,PÚBLICO,28031014,IES MORATALAZ,,
Grado Medio,Química,Farmacia y Parafarmacia,Madrid,PÚBLICO,28037028,IES ROSA CHACEL,,
Grado Medio,Química,Farmacia y Parafarmacia,Madrid,PÚBLICO,28057271,IES RENACIMIENTO,,
Grado Medio,Química,Farmacia y Parafarmacia,Madrid,PÚBLICO,28062126,IES VILLAVERDE,,
Grado Medio,Química,Farmacia y Parafarmacia,Madrid,PÚBLICO,28020399,CPR FPE ESCUELA PROFESIONAL JAVERIANA,,
Grado Medio,Química,Farmacia y Parafarmacia,Madrid,PÚBLICO,28027941,CPR ES MARIA INMACULADA,,
Grado Medio,Química,Farmacia y Parafarmacia,Madrid,PÚBLICO,28039657,CPR ES SANTA ROSA DE LIMA,,
Grado Medio,Sanidad,Farmacia y Parafarmacia,Móstoles,PÚBLICO,28040003,IES BENJAMIN RUA,,
Grado Medio,Sanidad,Farmacia y Parafarmacia,Pozuelo de Alarcón,PÚBLICO,28040775,IES SAN JUAN DE LA CRUZ,,
Grado Medio,Sanidad,Farmacia y Parafarmacia,San Fernando de Henares,PÚBLICO,28038616,IES JAIME FERRAN CLUA,,
Grado Medio,Sanidad,Farmacia y Parafarmacia,San Sebastián de los Reyes,PÚBLICO,28043028,IES JUAN DE MAIRENA,,
Grado Medio,Sanidad,Farmacia y Parafarmacia,Alcorcón,PÚBLICO,28030241,IES PRADO DE SANTO DOMINGO,,
Grado Medio,Sanidad,Farmacia y Parafarmacia,Colmenar Viejo,CONCERTADO,28049031,CPR FPE EFA VALDEMILANOS,,
Grado Medio,Sanidad,Farmacia y Parafarmacia,Fuenlabrada,PÚBLICO,28039803,IES SALVADOR ALLENDE,,
Grado Medio,Sanidad,Farmacia y Parafarmacia,Leganés,PÚBLICO,28038306,IES SIGLO XXI,,
Grado Medio,Sanidad,Farmacia y Parafarmacia,Madrid,PÚBLICO,28030976,IES LAS MUSAS,,
Grado Medio,Sanidad,Farmacia y Parafarmacia,Madrid,PÚBLICO,28031002,IES LEONARDO DA VINCI,,
Grado Medio,Sanidad,Farmacia y Parafarmacia,Madrid,PÚBLICO,28031014,IES MORATALAZ,,
Grado Medio,Sanidad,Farmacia y Parafarmacia,Madrid,PÚBLICO,28057271,IES RENACIMIENTO,,
Grado Medio,Sanidad,Farmacia y Parafarmacia,Madrid,PÚBLICO,28062126,IES VILLAVERDE,,
Grado Medio,Sanidad,Farmacia y Parafarmacia,Madrid,PÚBLICO,28027941,CPR ES MARIA INMACULADA,,
Grado Medio,Sanidad,Farmacia y Parafarmacia,Madrid,PÚBLICO,28039657,CPR ES SANTA ROSA DE LIMA,,
Grado Medio,Sanidad,Farmacia y Parafarmacia,Madrid,PÚBLICO,28058135,CPR INF-PRI-SEC TRES OLIVOS,,
Grado Medio,Sanidad,Farmacia y Parafarmacia,Valdemoro,CONCERTADO,28067847,CPR INF-PRI-SEC COLEGIO VALLE DEL MIRO,,
Grado Medio,Sanidad,Emergencias sanitarias,Arganda del Rey,PÚBLICO,28036981,IES LA POVEDA,,
Grado Medio,Sanidad,Emergencias sanitarias,Collado Mediano,PÚBLICO,28065644,IES GONZALO ANES,,
Grado Medio,Sanidad,Emergencias sanitarias,Fuenlabrada,PÚBLICO,28074050,IES JOSE LUIS LOPEZ ARANGUREN,,
Grado Medio,Sanidad,Emergencias sanitarias,Madrid,PÚBLICO,28019351,IES SAN FERNANDO,,
Grado Medio,Sanidad,Emergencias sanitarias,Madrid,PÚBLICO,28022724,IES CIUDAD ESCOLAR,,
Grado Medio,Sanidad,Emergencias sanitarias,Madrid,PÚBLICO,28031002,IES LEONARDO DA VINCI,,
Grado Medio,Sanidad,Emergencias sanitarias,Madrid,PÚBLICO,28037028,IES ROSA CHACEL,,
Grado Medio,Sanidad,Emergencias sanitarias,Madrid,PÚBLICO,28057271,IES RENACIMIENTO,,
Grado Medio,Sanidad,Emergencias sanitarias,Móstoles,PÚBLICO,28040003,IES BENJAMIN RUA,,
Grado Medio,Sanidad,Emergencias sanitarias,Pozuelo de Alarcón,PÚBLICO,28040775,IES SAN JUAN DE LA CRUZ,,
Grado Medio,Sanidad,Emergencias sanitarias,San Lorenzo de El Escorial,PÚBLICO,28028684,IES JUAN DE HERRERA,,
Grado Medio,Sanidad,Emergencias sanitarias,Moralzarzal,CONCERTADO,28069406,CPR INF-PRI-SEC LEONARDO DA VINCI,,
Grado Medio,Sanidad,Emergencias sanitarias,Parla,PÚBLICO,28030216,IES HUMANEJOS,,
Grado Medio,Sanidad,Emergencias sanitarias,Valdemoro,CONCERTADO,28067847,CPR INF-PRI-SEC COLEGIO VALLE DEL MIRO,,
Grado Medio,Sanidad,Atención a personas en situación de,"Servicios socioculturales y a la comunidad Álamo, El",PÚBLICO,28058676,IES EL ALAMO,,
Grado Medio,Sanidad,Atención a personas en situación de,Alcalá de Henares,PÚBLICO,28000467,IES ALONSO DE AVELLANEDA,,
Grado Medio,Sanidad,Atención a personas en situación de,Alcorcón,PÚBLICO,28038100,IES LUIS BUÑUEL,,
Grado Medio,Sanidad,Atención a personas en situación de,Colmenar Viejo,CONCERTADO,28049031,CPR FPE EFA VALDEMILANOS,,
Grado Medio,Sanidad,Atención a personas en situación de,Coslada,PÚBLICO,28042607,IES LUIS BRAILLE,,
Grado Medio,Sanidad,Atención a personas en situación de,Fuenlabrada,PÚBLICO,28069844,IES JIMENA MENENDEZ PIDAL,,
Grado Medio,Sanidad,Atención a personas en situación de,Getafe,PÚBLICO,28003304,IES ALARNES,,
Grado Medio,Sanidad,Atención a personas en situación de,Humanes de Madrid,PÚBLICO,28045803,IES HUMANES,,
Grado Medio,Sanidad,Atención a personas en situación de,Madrid,PÚBLICO,28020715,IES PIO BAROJA,,
Grado Medio,Sanidad,Atención a personas en situación de,Madrid,PÚBLICO,28022724,IES CIUDAD ESCOLAR,,
Grado Medio,Sanidad,Atención a personas en situación de,Madrid,PÚBLICO,28030991,CP IFP BARRIO DE BILBAO,,
Grado Medio,Sanidad,Atención a personas en situación de,Madrid,PÚBLICO,28031002,IES LEONARDO DA VINCI,,
Grado Medio,Sanidad,Atención a personas en situación de,Madrid,PÚBLICO,28032481,IES CIUDAD DE JAEN,,
Grado Medio,Sanidad,Atención a personas en situación de,Madrid,PÚBLICO,28037028,IES ROSA CHACEL,,
Grado Medio,Sanidad,Atención a personas en situación de,Madrid,PÚBLICO,28047411,IES PRINCIPE FELIPE,,
Grado Medio,Sanidad,Atención a personas en situación de,Madrid,PÚBLICO,28057271,IES RENACIMIENTO,,
Grado Medio,Sanidad,Atención a personas en situación de,Madrid,PÚBLICO,28062126,IES VILLAVERDE,,
Grado Medio,Sanidad,Atención a personas en situación de,Madrid,PÚBLICO,28006019,CPR ES PADRE PIQUER,,
Grado Medio,Sanidad,Atención a personas en situación de,Madrid,PÚBLICO,28009291,CPR INF-PRI-SEC SALESIANOS ESTRECHO SAN JUAN BAUTI,,
Grado Medio,Sanidad,Atención a personas en situación de,Madrid,PÚBLICO,28009884,CPR FPE TEIDE IV,,
Grado Medio,Sanidad,Atención a personas en situación de,Madrid,PÚBLICO,28014193,CPR INF-PRI-SEC SALESIANOS PASEO DE EXTREMADURA,,
Grado Medio,Sanidad,Atención a personas en situación de,Madrid,PÚBLICO,28019300,CPR ES MARIA INMACULADA,,
Grado Medio,Sanidad,Atención a personas en situación de,Madrid,PÚBLICO,28032110,CPR FPE HEASE,,
Grado Medio,Sanidad,Atención a personas en situación de,Madrid,PÚBLICO,28034933,CPR INF-PRI-SEC NUEVA CASTILLA,,
Grado Medio,Sanidad,Atención a personas en situación de,Madrid,PÚBLICO,28062497,CPR INF-PRI-SEC CENTRO EDUCATIVO PONCE DE LEON,,
Grado Medio,Sanidad,Atención a personas en situación de,Madrid,PÚBLICO,28069261,CPR INF-PRI-SEC EDITH STEIN,,
Grado Medio,Sanidad,Atención a personas en situación de,Madrid,PÚBLICO,28074220,CPR FPE C.E.S. FUENCARRAL,,
Grado Medio,Sanidad,Atención a personas en situación de,Móstoles,PÚBLICO,28023194,IES FELIPE TRIGO,,
Grado Medio,Sanidad,Atención a personas en situación de,Rivas-Vaciamadrid,CONCERTADO,28080360,CPR FPE CENTRO DE FORMACION EN PROFESIONES BIOSANI,,
Grado Medio,Sanidad,Atención a personas en situación de,Tres Cantos,CONCERTADO,28060506,CPR FPE CENTRO DE HUMANIZACION DE LA SALUD,,
Grado Medio,Servicios socioculturales y a la comunidad,"Atención a personas en situación de Villanueva de la Cañada CONCERTADO 28044331 CPR INF-PRI-SEC ARCADIA 12,48",Villanueva del Pardillo,PÚBLICO,28050562,IES SAPERE AUDE,,
Grado Medio,Servicios socioculturales y a la comunidad,"Atención a personas en situación de Villanueva de la Cañada CONCERTADO 28044331 CPR INF-PRI-SEC ARCADIA 12,48",Torrelodones,CONCERTADO,28025166,CPR INF-PRI-SEC SAN IGNACIO DE LOYOLA,,
Grado Medio,Servicios socioculturales y a la comunidad,Atención a personas en situación de,Alcalá de Henares,PÚBLICO,28000467,IES ALONSO DE AVELLANEDA,,
Grado Medio,Servicios socioculturales y a la comunidad,Atención a personas en situación de,Alcorcón,PÚBLICO,28038100,IES LUIS BUÑUEL,,
Grado Medio,Servicios socioculturales y a la comunidad,Atención a personas en situación de,Ciempozuelos,CONCERTADO,28002208,CPR FPE SAN JUAN DE DIOS,,
Grado Medio,Servicios socioculturales y a la comunidad,Atención a personas en situación de,Leganés,PÚBLICO,28039864,IES JULIO VERNE,,
Grado Medio,Servicios socioculturales y a la comunidad,Atención a personas en situación de,Madrid,PÚBLICO,28030991,CP IFP BARRIO DE BILBAO,,
Grado Medio,Servicios socioculturales y a la comunidad,Atención a personas en situación de,Madrid,PÚBLICO,28031002,IES LEONARDO DA VINCI,,
Grado Medio,Servicios socioculturales y a la comunidad,Atención a personas en situación de,Madrid,PÚBLICO,28047411,IES PRINCIPE FELIPE,,
Grado Medio,Servicios socioculturales y a la comunidad,Atención a personas en situación de,Madrid,PÚBLICO,28057271,IES RENACIMIENTO,,
Grado Medio,Servicios socioculturales y a la comunidad,Atención a personas en situación de,Madrid,PÚBLICO,28009884,CPR FPE TEIDE IV,,
Grado Medio,Servicios socioculturales y a la comunidad,Atención a personas en situación de,Madrid,PÚBLICO,28018563,CPR FPE GONZALEZ CAÑADAS,,
Grado Medio,Servicios socioculturales y a la comunidad,Atención a personas en situación de,Madrid,PÚBLICO,28027941,CPR ES MARIA INMACULADA,,
Grado Medio,Servicios socioculturales y a la comunidad,Atención a personas en situación de,Móstoles,PÚBLICO,28023194,IES FELIPE TRIGO,,
Grado Medio,Servicios socioculturales y a la comunidad,Atención a personas en situación de,Madrid,PÚBLICO,28062126,IES VILLAVERDE,,
Grado Medio,"Textil, confección y piel",Confección y moda,Madrid,PÚBLICO,28018368,IES SANTA ENGRACIA,,
Grado Medio,"Textil, confección y piel",Confección y moda,Madrid,PÚBLICO,28031002,IES LEONARDO DA VINCI,,
Grado Medio,Transporte y mantenimiento de vehículos,Carrocería,Alcobendas,PÚBLICO,28038070,IES VIRGEN DE LA PAZ,,
Grado Medio,Transporte y mantenimiento de vehículos,Carrocería,Collado Villalba,PÚBLICO,28045050,IES LAZARO CARDENAS,,
Grado Medio,Transporte y mantenimiento de vehículos,Carrocería,Getafe,PÚBLICO,28003304,IES ALARNES,,
Grado Medio,Transporte y mantenimiento de vehículos,Carrocería,Leganés,PÚBLICO,28003894,IES LUIS VIVES,,
Grado Medio,Transporte y mantenimiento de vehículos,Carrocería,Madrid,PÚBLICO,28019971,IES BARAJAS,,
Grado Medio,Transporte y mantenimiento de vehículos,Carrocería,Madrid,PÚBLICO,28020570,IES SAN BLAS,,
Grado Medio,Transporte y mantenimiento de vehículos,Carrocería,Madrid,PÚBLICO,28020703,IES ENRIQUE TIERNO GALVAN,,
Grado Medio,Transporte y mantenimiento de vehículos,Carrocería,Madrid,PÚBLICO,28020727,IES PARQUE ALUCHE,,
Grado Medio,Transporte y mantenimiento de vehículos,Carrocería,Madrid,PÚBLICO,28021008,IES VISTA ALEGRE,,
Grado Medio,Transporte y mantenimiento de vehículos,Carrocería,Madrid,PÚBLICO,28039891,IES VILLABLANCA,,
Grado Medio,Transporte y mantenimiento de vehículos,Carrocería,Madrid,PÚBLICO,28022578,CPR FPE JOSE RAMON OTERO,,
Grado Medio,Transporte y mantenimiento de vehículos,Carrocería,Móstoles,PÚBLICO,28023194,IES FELIPE TRIGO,,
Grado Medio,Transporte y mantenimiento de vehículos,Carrocería,Parla,PÚBLICO,28030216,IES HUMANEJOS,,
Grado Medio,Transporte y mantenimiento de vehículos,Carrocería,Valdemoro,CONCERTADO,28025324,CPR FPE ARZOBISPO MORCILLO,,
Grado Medio,Transporte y mantenimiento de vehículos,Carrocería,Villarejo de Salvanés,PÚBLICO,28025658,IES NUESTRA SEÑORA DE LA VICTORIA DE LEPANTO,,
Grado Medio,Transporte y mantenimiento de vehículos,Carrocería,Torrejón de Ardoz,PÚBLICO,28025014,IES ISAAC PERAL,,
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Alcalá de Henares,PÚBLICO,28030903,IES MATEO ALEMAN,,
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Alcobendas,PÚBLICO,28038070,IES VIRGEN DE LA PAZ,General,Diurno
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Arganda del Rey,PÚBLICO,28036981,IES LA POVEDA,General,Diurno
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Buitrago del Lozoya,CONCERTADO,28001976,CPR PRI-SEC GSD INTERNATIONAL SCHOOL BUITRAGO,General,Diurno
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Collado Villalba,PÚBLICO,28045050,IES LAZARO CARDENAS,General,Diurno
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Fuenlabrada,PÚBLICO,28033850,IES GASPAR MELCHOR DE JOVELLANOS,General,Diurno
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Getafe,PÚBLICO,28003304,IES ALARNES,General,Diurno
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Leganés,PÚBLICO,28003894,IES LUIS VIVES,General,Diurno
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Madrid,PÚBLICO,28019351,IES SAN FERNANDO,General,Diurno
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Madrid,PÚBLICO,28019971,IES BARAJAS,General,Diurno
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Madrid,PÚBLICO,28020341,IES VIRGEN DE LA PALOMA,General,Diurno
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Madrid,PÚBLICO,28020570,IES SAN BLAS,General,Diurno
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Madrid,PÚBLICO,28020703,IES ENRIQUE TIERNO GALVAN,General,Diurno
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Madrid,PÚBLICO,28020727,IES PARQUE ALUCHE,General,Diurno
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Madrid,PÚBLICO,28021008,IES VISTA ALEGRE,General,Diurno
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Madrid,PÚBLICO,28039891,IES VILLABLANCA,General,Diurno
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Madrid,PÚBLICO,28045633,IES FRANCISCO DE GOYA,General,Diurno
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Madrid,PÚBLICO,28067653,CP IFP PROFESOR RAUL VAZQUEZ,General,Diurno
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Madrid,PÚBLICO,28011593,CPR INF-PRI-SEC CIUDAD DE LOS MUCHACHOS,General,Diurno
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Madrid,PÚBLICO,28013863,CPR INF-PRI-SEC LA SALLE,General,Diurno
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Madrid,PÚBLICO,28022505,CPR ES PRIMERO DE MAYO,General,Diurno
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Madrid,PÚBLICO,28022578,CPR FPE JOSE RAMON OTERO,General,Diurno
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Madrid,PÚBLICO,28032110,CPR FPE HEASE,General,Diurno
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Móstoles,PÚBLICO,28023194,IES FELIPE TRIGO,General,Diurno
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Parla,PÚBLICO,28030216,IES HUMANEJOS,General,Diurno
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Torrejón de Ardoz,PÚBLICO,28025014,IES ISAAC PERAL,General,Diurno
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Valdemoro,CONCERTADO,28025324,CPR FPE ARZOBISPO MORCILLO,General,Diurno
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Villarejo de Salvanés,PÚBLICO,28025658,IES NUESTRA SEÑORA DE LA VICTORIA DE LEPANTO,General,Diurno
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Transporte y mantenimiento de vehículos Alcalá de Henares,PÚBLICO,28030903,IES MATEO ALEMAN,,
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Alcobendas,PÚBLICO,28038070,IES VIRGEN DE LA PAZ,General,Vespertino
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Alcorcón,PÚBLICO,28030241,IES PRADO DE SANTO DOMINGO,General,Vespertino
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Collado Villalba,PÚBLICO,28045050,IES LAZARO CARDENAS,General,Vespertino
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Getafe,PÚBLICO,28003304,IES ALARNES,General,Vespertino
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Madrid,PÚBLICO,28019971,IES BARAJAS,General,Vespertino
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Madrid,PÚBLICO,28020341,IES VIRGEN DE LA PALOMA,General,Vespertino
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Madrid,PÚBLICO,28020570,IES SAN BLAS,General,Vespertino
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Madrid,PÚBLICO,28067653,CP IFP PROFESOR RAUL VAZQUEZ,General,Vespertino
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Móstoles,PÚBLICO,28023194,IES FELIPE TRIGO,General,Vespertino
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Parla,PÚBLICO,28030216,IES HUMANEJOS,General,Vespertino
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Alcorcón,PÚBLICO,28030241,IES PRADO DE SANTO DOMINGO,,
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Leganés,PÚBLICO,28003894,IES LUIS VIVES,Intensivo,Diurno
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de vehículos automóviles,Fuenlabrada,PÚBLICO,28033850,IES GASPAR MELCHOR DE JOVELLANOS,,
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de maquinaria,Parla,PÚBLICO,28030216,IES HUMANEJOS,General,
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de maquinaria,Torrejón de Ardoz,PÚBLICO,28025014,IES ISAAC PERAL,General,
Grado Medio,Transporte y mantenimiento de vehículos,Montaje estruct. e instalación sist. aeronáuticos,Madrid,PÚBLICO,28067653,CP IFP PROFESOR RAUL VAZQUEZ,,
Grado Medio,Transporte y mantenimiento de vehículos,Electromecánica de maquinaria,Madrid,PÚBLICO,28067653,CP IFP PROFESOR RAUL VAZQUEZ,General,
Grado Medio,Transporte y mantenimiento de vehículos,Mantenimiento de material rodante ferroviario,Madrid,PÚBLICO,28067653,CP IFP PROFESOR RAUL VAZQUEZ,,
Grado Medio,Transporte y mantenimiento de vehículos,Montaje estruct. e instalación de sist.,Madrid,PÚBLICO,28067653,CP IFP PROFESOR RAUL VAZQUEZ,,
Grado Superior,Actividades físicas y deportivas,Acondicionamiento físico,Alcorcón,Público,28026092,IES LOS CASTILLOS,,
Grado Superior,Actividades físicas y deportivas,Acondicionamiento físico,Arganda del Rey,Público,28036981,IES LA POVEDA,,
Grado Superior,Actividades físicas y deportivas,Acondicionamiento físico,Coslada,Público,28042607,IES LUIS BRAILLE,,
Grado Superior,Actividades físicas y deportivas,Acondicionamiento físico,Madrid,Público,28020341,IES VIRGEN DE LA PALOMA,,
Grado Superior,Actividades físicas y deportivas,Acondicionamiento físico,Madrid,Público,28022724,IES CIUDAD ESCOLAR,,
Grado Superior,Actividades físicas y deportivas,Acondicionamiento físico,Madrid,Público,28037028,IES ROSA CHACEL,,
Grado Superior,Actividades físicas y deportivas,Acondicionamiento físico,Madrid,Público,28018381,IES ORTEGA Y GASSET,,
Grado Superior,Actividades físicas y deportivas,Acondicionamiento físico,Majadahonda,Público,28039943,IES CARLOS BOUSOÑO,,
Grado Superior,Actividades físicas y deportivas,Acondicionamiento físico,Pozuelo de Alarcón,Público,28040775,IES SAN JUAN DE LA CRUZ,,
Grado Superior,Actividades físicas y deportivas,Acondicionamiento físico,Rivas-Vaciamadrid,Público,28044756,IES DUQUE DE RIVAS,,
Grado Superior,Actividades físicas y deportivas,Acondicionamiento físico,San Agustín del Guadalix,Público,28046339,IES SAN AGUSTIN DE GUADALIX,,
Grado Superior,Actividades físicas y deportivas,Acondicionamiento físico,Torrejón de Ardoz,Público,28030228,IES LEON FELIPE,,
Grado Superior,Actividades físicas y deportivas,Acondicionamiento físico,Tres Cantos,Público,28042103,IES PINTOR ANTONIO LOPEZ,,
Grado Superior,Actividades físicas y deportivas,Enseñanza y animación sociodeportiva,Alcalá de Henares,Público,28000522,IES ANTONIO MACHADO,,
Grado Superior,Actividades físicas y deportivas,Enseñanza y animación sociodeportiva,Alcobendas,Público,28038070,IES VIRGEN DE LA PAZ,General,Diurno
Grado Superior,Actividades físicas y deportivas,Enseñanza y animación sociodeportiva,Alcorcón,Público,28026092,IES LOS CASTILLOS,General,Diurno
Grado Superior,Actividades físicas y deportivas,Enseñanza y animación sociodeportiva,Algete,Público,28040672,IES GUSTAVO ADOLFO BECQUER,General,Diurno
Grado Superior,Actividades físicas y deportivas,Enseñanza y animación sociodeportiva,Aranjuez,Público,28001629,IES DOMENICO SCARLATTI,General,Diurno
Grado Superior,Actividades físicas y deportivas,Enseñanza y animación sociodeportiva,Collado Villalba,Público,28041597,IES LAS CANTERAS,General,Diurno
Grado Superior,Actividades físicas y deportivas,Enseñanza y animación sociodeportiva,Colmenar Viejo,Público,28036991,IES ANGEL CORELLA,General,Diurno
Grado Superior,Actividades físicas y deportivas,Enseñanza y animación sociodeportiva,Coslada,Público,28042607,IES LUIS BRAILLE,General,Diurno
Grado Superior,Actividades físicas y deportivas,Enseñanza y animación sociodeportiva,Galapagar,Público,28042620,IES INFANTA ELENA,General,Diurno
Grado Superior,Actividades físicas y deportivas,Enseñanza y animación sociodeportiva,Getafe,Público,28039827,IES LAGUNA DE JOATZEL,General,Diurno
Grado Superior,Actividades físicas y deportivas,Enseñanza y animación sociodeportiva,Madrid,Público,28020341,IES VIRGEN DE LA PALOMA,General,Diurno
Grado Superior,Actividades físicas y deportivas,Enseñanza y animación sociodeportiva,Madrid,Público,28020715,IES PIO BAROJA,General,Diurno
Grado Superior,Actividades físicas y deportivas,Enseñanza y animación sociodeportiva,Madrid,Público,28022724,IES CIUDAD ESCOLAR,General,Diurno
Grado Superior,Actividades físicas y deportivas,Enseñanza y animación sociodeportiva,Majadahonda,Público,28039943,IES CARLOS BOUSOÑO,General,Diurno
Grado Superior,Actividades físicas y deportivas,Enseñanza y animación sociodeportiva,Móstoles,Público,28023194,IES FELIPE TRIGO,General,Diurno
Grado Superior,Actividades físicas y deportivas,Enseñanza y animación sociodeportiva,Parla,Público,28044720,IES EL OLIVO,General,Diurno
Grado Superior,Actividades físicas y deportivas,Enseñanza y animación sociodeportiva,Pozuelo de Alarcón,Público,28040775,IES SAN JUAN DE LA CRUZ,General,Diurno
Grado Superior,Actividades físicas y deportivas,Enseñanza y animación sociodeportiva,Rivas-Vaciamadrid,Público,28044756,IES DUQUE DE RIVAS,General,Diurno
